Pack Date,Planning Year,Mix Product Name,Component Crop Name,Component Percent,Component Quantity,Component Unit,Variety Request,Safety Factor,Harvest Date,Notes,Component Source Type
2025-10-18,2025,Salad Mix,Greens Mix Rosie,1,0.7,,,1.1,2025-10-16,,crop
2025-10-18,2025,Salad Mix,Radicchio Round,58,39.2,,,1.1,2025-10-16,,crop
2025-10-18,2025,Salad Mix,Radicchio Variegated,39,26.3,,,1.1,2025-10-16,,crop
2025-10-25,2025,Braising Mix,Chard,15,12.2,,,1.1,2025-10-23,,crop
2025-10-25,2025,Braising Mix,Brussels Sprouts,11,9,,,1.1,2025-10-23,,crop
2025-10-25,2025,Braising Mix,Escarole,11,9,,,1.1,2025-10-23,,crop
2025-10-25,2025,Braising Mix,Kale Lacinato,12,9.8,,,1.1,2025-10-23,,crop
2025-10-25,2025,Braising Mix,Kale Curly,10,8.1,,,1.1,2025-10-23,,crop
2025-10-25,2025,Braising Mix,Collards,8,6.5,,,1.1,2025-10-23,,crop
2025-10-25,2025,Braising Mix,Cabbage Chinese Red,18,14.7,,,1.1,2025-10-23,,crop
2025-10-25,2025,Braising Mix,Radicchio Treviso,10,8.1,,,1.1,2025-10-23,,crop
2025-10-25,2025,Braising Mix,Radicchio Pink,5,4.1,,,1.1,2025-10-23,,crop
2025-10-25,2025,Salad Mix,Greens Mix Cheap Frills,17,13.4,,,1.1,2025-10-23,,crop
2025-10-25,2025,Salad Mix,Greens Mix Baby Kale,4,3.2,,,1.1,2025-10-23,,crop
2025-10-25,2025,Salad Mix,Greens Mix Rosie,4,3.2,,,1.1,2025-10-23,,crop
2025-10-25,2025,Salad Mix,Radicchio Round,14,11,,,1.1,2025-10-23,,crop
2025-10-25,2025,Salad Mix,Radicchio Variegated,14,11,,,1.1,2025-10-23,,crop
2025-10-25,2025,Salad Mix,Lettuce Mix SN,25,19.7,,,1.1,2025-10-23,,crop
2025-10-25,2025,Salad Mix,Frisee,22,17.3,,,1.1,2025-10-23,,crop
2025-11-01,2025,Salad Mix,Lettuce Mix SN,30,24.6,,,1.1,2025-10-30,,crop
2025-11-01,2025,Salad Mix,Frisee,30,24.6,,,1.1,2025-10-30,,crop
2025-11-01,2025,Salad Mix,Greens Mix Cheap Frills,15,12.3,,,1.1,2025-10-30,,crop
2025-11-01,2025,Salad Mix,Radicchio Round,13,10.7,,salad,1.1,2025-10-30,,crop
2025-11-01,2025,Salad Mix,Radicchio Variegated,12,9.9,,salad,1.1,2025-10-30,,crop
2025-11-01,2025,Braising Mix,Chard,16,12.7,,braising,1.1,2025-10-30,,crop
2025-11-01,2025,Braising Mix,Brussels Sprouts,8,6.3,,braising,1.1,2025-10-30,,crop
2025-11-01,2025,Braising Mix,Escarole,11,8.7,,braising,1.1,2025-10-30,,crop
2025-11-01,2025,Braising Mix,Kale Lacinato,12,9.5,,braising,1.1,2025-10-30,,crop
2025-11-01,2025,Braising Mix,Kale Curly,11,8.7,,braising,1.1,2025-10-30,,crop
2025-11-01,2025,Braising Mix,Greens Mix Mizuna,7,5.5,,braising dandelion,1.1,2025-10-30,,crop
2025-11-01,2025,Braising Mix,Cabbage Chinese Red,20,15.8,,braising,1.1,2025-10-30,,crop
2025-11-01,2025,Braising Mix,Radicchio Treviso,10,7.9,,braising,1.1,2025-10-30,,crop
2025-11-01,2025,Braising Mix,Radicchio Pink,5,4,,braising,1.1,2025-10-30,,crop
2025-11-08,2025,Salad Mix,Lettuce Mix SN,30,19.6,,,1.1,2025-11-06,,crop
2025-11-08,2025,Salad Mix,Frisee,30,19.6,,,1.1,2025-11-06,,crop
2025-11-08,2025,Salad Mix,Radicchio Round,15,9.8,,salad,1.1,2025-11-06,,crop
2025-11-08,2025,Salad Mix,Radicchio Variegated,25,16.3,,salad,1.1,2025-11-06,,crop
2025-11-08,2025,Braising Mix,Chard,16,11.3,,braising,1.1,2025-11-06,,crop
2025-11-08,2025,Braising Mix,Brussels Sprouts,3,2.1,,braising,1.1,2025-11-06,,crop
2025-11-08,2025,Braising Mix,Escarole,1,0.7,,braising,1.1,2025-11-06,,crop
2025-11-08,2025,Braising Mix,Kale Lacinato,15,10.6,,braising,1.1,2025-11-06,,crop
2025-11-08,2025,Braising Mix,Kale Curly,10,7,,braising,1.1,2025-11-06,,crop
2025-11-08,2025,Braising Mix,Greens Mix Mizuna,9,6.3,,braising dandelion,1.1,2025-11-06,,crop
2025-11-08,2025,Braising Mix,Cabbage Chinese Red,20,14.1,,braising,1.1,2025-11-06,,crop
2025-11-08,2025,Braising Mix,Radicchio Treviso,9,6.3,,braising,1.1,2025-11-06,,crop
2025-11-08,2025,Braising Mix,Radicchio Pink,6,4.2,,braising,1.1,2025-11-06,,crop
2025-11-08,2025,Braising Mix,Collards,11,7.7,,braising,1.1,2025-11-06,,crop
2025-11-15,2025,Salad Mix,Radicchio Round,40,5.1,,salad,1.1,2025-11-13,,crop
2025-11-15,2025,Salad Mix,Radicchio Variegated,60,7.6,,salad,1.1,2025-11-13,,crop
2025-11-15,2025,Braising Mix,Chard,17,13.8,,braising,1.1,2025-11-13,,crop
2025-11-15,2025,Braising Mix,Kale Lacinato,15,12.2,,braising,1.1,2025-11-13,,crop
2025-11-15,2025,Braising Mix,Kale Curly,10,8.1,,braising,1.1,2025-11-13,,crop
2025-11-15,2025,Braising Mix,Greens Mix Mizuna,8,6.5,,braising dandelion,1.1,2025-11-13,,crop
2025-11-15,2025,Braising Mix,Cabbage Chinese Red,20,16.3,,braising,1.1,2025-11-13,,crop
2025-11-15,2025,Braising Mix,Radicchio Treviso,12,9.8,,braising,1.1,2025-11-13,,crop
2025-11-15,2025,Braising Mix,Radicchio Pink,5,4.1,,braising,1.1,2025-11-13,,crop
2025-11-15,2025,Braising Mix,Collards,13,10.6,,braising,1.1,2025-11-13,,crop
2025-11-22,2025,Braising Mix,Chard,17,16.8,,braising,1.05,2025-11-20,,crop
2025-11-22,2025,Braising Mix,Kale Lacinato,15,14.8,,braising,1.05,2025-11-20,,crop
2025-11-22,2025,Braising Mix,Kale Curly,10,9.9,,braising,1.05,2025-11-20,,crop
2025-11-22,2025,Braising Mix,Greens Mix Mizuna,8,7.9,,braising dandelion,1.05,2025-11-20,,crop
2025-11-22,2025,Braising Mix,Cabbage Chinese Red,15,14.8,,braising,1.05,2025-11-20,,crop
2025-11-22,2025,Braising Mix,Radicchio Treviso,12,11.8,,braising,1.05,2025-11-20,,crop
2025-11-22,2025,Braising Mix,Radicchio Pink,5,4.9,,braising,1.05,2025-11-20,,crop
2025-11-22,2025,Braising Mix,Cabbage Chinese Red,5,4.9,,braising napa,1.05,2025-11-20,,crop
2025-11-22,2025,Braising Mix,Collards,13,12.8,,braising,1.05,2025-11-20,,crop
2025-11-22,2025,Salad Mix,Radicchio Round,15,17.9,,salad,1.1,2025-11-20,,crop
2025-11-22,2025,Salad Mix,Radicchio Variegated,15,17.9,,salad,1.1,2025-11-20,,crop
2025-11-22,2025,Salad Mix,Lettuce Mix SN,30,35.8,,,1.1,2025-11-20,,crop
2025-11-22,2025,Salad Mix,Frisee,25,29.9,,,1.1,2025-11-20,,crop
2025-11-22,2025,Salad Mix,Greens Mix Cheap Frills,10,11.9,,,1.1,2025-11-20,,crop
2025-11-22,2025,Salad Mix,Greens Mix Baby Kale,5,6,,,1.1,2025-11-20,,crop
2025-12-06,2025,Salad Mix,Lettuce Mix SN,50,10.2,,,1.1,2025-12-04,,crop
2025-12-06,2025,Salad Mix,Radicchio Round,23,4.7,,salad,1.1,2025-12-04,,crop
2025-12-06,2025,Salad Mix,Radicchio Variegated,25,5.1,,salad,1.1,2025-12-04,,crop
2025-12-06,2025,Salad Mix,Frisee,1,0.2,,,1.1,2025-12-04,,crop
2025-12-06,2025,Salad Mix,Greens Mix Cheap Frills,1,0.2,,,1.1,2025-12-04,,crop
2025-12-06,2025,Braising Mix,Chard,,0,,braising,1.1,2025-12-04,,crop
2025-12-06,2025,Braising Mix,Kale Lacinato,37,18.3,,braising,1.1,2025-12-04,,crop
2025-12-06,2025,Braising Mix,Kale Curly,,0,,braising,1.1,2025-12-04,,crop
2025-12-06,2025,Braising Mix,Greens Mix Mizuna,,0,,braising dandelion,1.1,2025-12-04,,crop
2025-12-06,2025,Braising Mix,Cabbage Chinese Red,25,12.4,,braising,1.1,2025-12-04,,crop
2025-12-06,2025,Braising Mix,Radicchio Treviso,25,12.4,,braising,1.1,2025-12-04,,crop
2025-12-06,2025,Braising Mix,Radicchio Pink,,0,,braising,1.1,2025-12-04,,crop
2025-12-06,2025,Braising Mix,Collards,,0,,braising,1.1,2025-12-04,,crop
2025-12-06,2025,Braising Mix,Cabbage Chinese Red,13,6.4,,braising napa,1.1,2025-12-04,,crop
2025-12-20,2025,Braising Mix,Kale Lacinato,35,19.3,,braising,1.1,2025-12-18,,crop
2025-12-20,2025,Braising Mix,Cabbage Chinese Red,15,8.3,,braising,1.1,2025-12-18,,crop
2025-12-20,2025,Braising Mix,Cabbage Chinese Red,25,13.8,,braising napa,1.1,2025-12-18,,crop
2025-12-20,2025,Braising Mix,Radicchio Treviso,15,8.3,,braising,1.1,2025-12-18,,crop
2025-12-20,2025,Braising Mix,Radicchio Pink,10,5.5,,braising,1.1,2025-12-18,,crop
2025-12-20,2025,Salad Mix,Lettuce Mix SN,40,13.8,,salad,1.1,2025-12-18,,crop
2025-12-20,2025,Salad Mix,Radicchio Round,30,10.3,,salad,1.1,2025-12-18,,crop
2025-12-20,2025,Salad Mix,Radicchio Pink,30,10.3,,salad,1.1,2025-12-18,,crop
2025-12-27,2025,Braising Mix,Kale Lacinato,35,0,,braising,1.1,2025-12-25,,crop
2025-12-27,2025,Braising Mix,Cabbage Chinese Red,15,0,,braising,1.1,2025-12-25,,crop
2025-12-27,2025,Braising Mix,Cabbage Chinese Red,25,0,,braising napa,1.1,2025-12-25,,crop
2025-12-27,2025,Braising Mix,Radicchio Treviso,15,0,,braising,1.1,2025-12-25,,crop
2025-12-27,2025,Braising Mix,Radicchio Pink,10,0,,braising,1.1,2025-12-25,,crop
2025-12-27,2025,Salad Mix,Lettuce Mix SN,40,0,,salad,1.1,2025-12-25,,crop
2025-12-27,2025,Salad Mix,Radicchio Round,30,0,,salad,1.1,2025-12-25,,crop
2025-12-27,2025,Salad Mix,Radicchio Pink,30,0,,salad,1.1,2025-12-25,,crop
2026-01-03,2026,Braising Mix,Kale Lacinato,15,5.9,,braising,1.1,2026-01-01,,crop
2026-01-03,2026,Braising Mix,Cabbage Chinese Red,15,5.9,,braising,1.1,2026-01-01,,crop
2026-01-03,2026,Braising Mix,Cabbage Chinese Red,15,5.9,,braising napa,1.1,2026-01-01,,crop
2026-01-03,2026,Braising Mix,Radicchio Round,10,4,,braising,1.1,2026-01-01,,crop
2026-01-03,2026,Braising Mix,Radicchio Pink,,0,,braising,1.1,2026-01-01,,crop
2026-01-03,2026,Salad Mix,Lettuce Mix SN,45,15.4,,salad,1.1,2026-01-01,,crop
2026-01-03,2026,Salad Mix,Radicchio Round,45,15.4,,salad,1.1,2026-01-01,,crop
2026-01-03,2026,Salad Mix,Radicchio Pink,10,3.4,,salad,1.1,2026-01-01,,crop
2026-01-03,2026,Braising Mix,Kale Curly,25,9.9,,braising,1.1,2026-01-01,,crop
2026-01-03,2026,Braising Mix,Collards,10,4,,braising,1.1,2026-01-01,,crop
2026-01-03,2026,Braising Mix,Chard,10,4,,braising,1.1,2026-01-01,,crop
2026-01-10,2026,Salad Mix,Lettuce Mix SN,45,13,,salad,1.1,2026-01-08,,crop
2026-01-10,2026,Salad Mix,Radicchio Round,45,13,,salad,1.1,2026-01-08,,crop
2026-01-10,2026,Salad Mix,Greens Mix Cheap Frills,10,2.9,,salad,1.1,2026-01-08,,crop
2026-01-10,2026,Braising Mix,Kale Lacinato,25,5.5,,braising,1.1,2026-01-08,,crop
2026-01-10,2026,Braising Mix,Kale Curly,30,6.6,,braising,1.1,2026-01-08,,crop
2026-01-10,2026,Braising Mix,Cabbage Chinese Red,30,6.6,,braising,1.1,2026-01-08,,crop
2026-01-10,2026,Braising Mix,Radicchio Round,15,3.3,,braising,1.1,2026-01-08,,crop
2026-01-17,2026,Salad Mix,Lettuce Mix SN,40,14.1,,salad,1.1,2026-01-15,,crop
2026-01-17,2026,Salad Mix,Radicchio Round,50,17.6,,salad,1.1,2026-01-15,,crop
2026-01-17,2026,Salad Mix,Greens Mix Cheap Frills,10,3.5,,salad,1.1,2026-01-15,,crop
2026-01-17,2026,Braising Mix,Kale Lacinato,25,11.3,,braising,1.1,2026-01-15,,crop
2026-01-17,2026,Braising Mix,Kale Curly,25,11.3,,braising,1.1,2026-01-15,,crop
2026-01-17,2026,Braising Mix,Cabbage Chinese Red,27,12.2,,braising,1.1,2026-01-15,,crop
2026-01-17,2026,Braising Mix,Radicchio Round,10,4.5,,braising,1.1,2026-01-15,,crop
2026-01-17,2026,Braising Mix,Escarole,13,5.9,,dandy braising,1.1,2026-01-15,,crop
2026-01-31,2026,Salad Mix,Lettuce Mix SN,45,16.4,,salad,1.1,2026-01-29,,crop
2026-01-31,2026,Salad Mix,Radicchio Round,45,16.4,,salad,1.1,2026-01-29,,crop
2026-01-31,2026,Salad Mix,Greens Mix Cheap Frills,10,3.6,,salad,1.1,2026-01-29,,crop
2026-01-31,2026,Braising Mix,Kale Lacinato,20,7.7,,braising,1.1,2026-01-29,,crop
2026-01-31,2026,Braising Mix,Kale Curly,30,11.6,,braising,1.1,2026-01-29,,crop
2026-01-31,2026,Braising Mix,Cabbage Chinese Red,30,11.6,,braising,1.1,2026-01-29,,crop
2026-01-31,2026,Braising Mix,Radicchio Round,6,2.3,,braising,1.1,2026-01-29,,crop
2026-01-31,2026,Braising Mix,Escarole,14,5.4,,dandy braising,1.1,2026-01-29,,crop
2026-02-14,2026,Salad Mix,Lettuce Mix SN,75,17.1,,salad,1.1,2026-02-12,,crop
2026-02-14,2026,Salad Mix,Radicchio Round,13,3,,salad,1.1,2026-02-12,,crop
2026-02-14,2026,Salad Mix,Greens Mix Cheap Frills,12,2.7,,salad,1.1,2026-02-12,,crop
2026-02-14,2026,Braising Mix,Kale Lacinato,28,9.5,,braising,1.1,2026-02-12,,crop
2026-02-14,2026,Braising Mix,Kale Curly,30,10.2,,braising,1.1,2026-02-12,,crop
2026-02-14,2026,Braising Mix,Cabbage Chinese Red,15,5.1,,braising,1.1,2026-02-12,,crop
2026-02-14,2026,Braising Mix,Radicchio Round,2,0.7,,braising,1.1,2026-02-12,,crop
2026-02-14,2026,Braising Mix,Escarole,12,4.1,,dandy braising,1.1,2026-02-12,,crop
2026-02-14,2026,Braising Mix,Chard,13,4.4,,braising,1.1,2026-02-12,,crop
2026-02-21,2026,Salad Mix,Lettuce Mix SN,80,8.5,,salad,1.1,2026-02-19,,crop
2026-02-21,2026,Salad Mix,Greens Mix Cheap Frills,20,2.1,,salad,1.1,2026-02-19,,crop
2026-02-28,2026,Salad Mix,Lettuce Mix SN,78,8.6,,salad,1.1,2026-02-26,,crop
2026-02-28,2026,Salad Mix,Greens Mix Cheap Frills,22,2.4,,salad,1.1,2026-02-26,,crop
2026-03-07,2026,Salad Mix,Lettuce Mix SN,78,11.1,,salad,1.1,2026-03-05,,crop
2026-03-07,2026,Salad Mix,Greens Mix Cheap Frills,22,3.1,,salad,1.1,2026-03-05,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
,,,,,,,,1.1,,,crop
