CROP & VARIETY,Nursery Seeding Year,Nursery Seeding Week,Seeded Tray Size,Seeds Per Cell,Trays To Seed,Nursery Pot Up Year,Nursery Pot Up Week,Pot Up Tray Size,Trays To Pot Up,Plan Field Week,Germ Temp,Days To Germ,Germ Notes,Nursery Seeding Notes
Lettuce Mix SN // (Winter) Prismatic + Batavian,2024,33,128,1,,2023,0,0,,38
Cabbage Flat // Tendersweet,2026,16,72,1,3.5,2025,0,0,,21
Lettuce Head // Alkindus,2026,17,128,1,2,2025,0,0,,22
Lettuce Mini Gem // Gatsbi,2026,17,128,1,3,2025,0,0,,22
Lettuce Mini Gem // Rosaine,2026,17,128,1,3,2025,0,0,,22
Bok Choy // Little Shanghai,2024,34,128,1,,2023,0,0,,38
Mustard // Miike Giant,2024,34,128,1,,2023,0,0,,38
Lettuce Mix SN // (Summer) Foundation Mix + Batavia,2026,17,128,1,8,2025,0,0,,22
Bok Choy // Li Ren Choi,2026,18,128,1,8,2025,0,0,,22
Lettuce Mix SN // (Summer) Foundation Mix + Batavia,2026,18,128,1,8,2025,0,0,,23
Parsley // Giant of Italy,2026,15,128,3,12,2025,0,0,,23
Lettuce Head // Fusion,2026,19,128,1,3,2025,0,0,,24
Lettuce Head // Muir,2026,19,128,1,3,2025,0,0,,24
Lettuce Head // Purple Fusion,2026,19,128,1,3,2025,0,0,,24
Lettuce Mix SN // (Summer) Foundation Mix + Batavia,2026,19,128,1,8,2025,0,0,,24
Tomato Sauce // Tiren,2026,18,1900,1,0.2,2026,21,32,5,24
Basil // Prospera DMR CG1,2026,18,128,2,6,2025,0,0,,24
Bok Choy // Li Ren Choi,2026,20,128,1,8,2025,0,0,,24
Chard // Bright Lights,2024,32,72,1,,2023,0,0,,38
Chard // Bright Lights,2024,32,72,1,,2023,0,0,,38
Chard // Bright Lights,2024,32,72,1,,2023,0,0,,38
Chard // Bright Lights,2026,18,72,1,8,2025,0,0,,24
Spinach // Kolibri,2024,34,264,4,,2023,0,0,,39
Spinach // Kolibri,2024,34,264,4,,2023,0,0,,39
Spinach // Kolibri,2024,34,264,4,,2023,0,0,,39
Kale Curly // Winterbor,2026,19,72,1,3.5,2025,0,0,,24
Kale Curly // Winterbor,2026,19,72,1,3.5,2025,0,0,,24
Kale Lacinato // Ebony,2026,19,72,1,3.5,2025,0,0,,24
Spinach // Kolibri,2024,38,264,4,,2023,0,0,,43
Spinach // Kolibri,2024,38,264,4,,2023,0,0,,43
Spinach // Kolibri,2024,38,264,4,,2023,0,0,,43
Kale Lacinato // Ebony,2026,19,72,1,3.5,2025,0,0,,24
Kale Lacinato // Ebony,2026,19,72,1,3.5,2025,0,0,,24
Winter Squash Acorn // Night Shift,2026,21,50,1,3.5,2025,0,0,,24
Winter Squash Acorn // Night Shift,2026,21,50,1,3.5,2025,0,0,,24
Winter Squash Butternut // Waltham,2026,21,50,1,2,2025,0,0,,24
Winter Squash Butternut // Waltham,2026,21,50,1,2,2025,0,0,,24
Winter Squash Butternut // Waltham,2026,21,50,1,2,2025,0,0,,24
Winter Squash Delicata // Delicata JS,2026,21,50,1,3.5,2025,0,0,,24
Winter Squash Delicata // Honeyboat,2026,21,50,1,3.5,2025,0,0,,24
Winter Squash Delicata // Honeyboat,2026,21,50,1,3.5,2025,0,0,,24
Winter Squash Honeynut // Honeynut,2026,21,50,1,2,2025,0,0,,24
Winter Squash Honeynut // Honeynut,2026,21,50,1,2,2025,0,0,,24
Winter Squash Honeynut // Honeynut,2026,21,50,1,2,2025,0,0,,24
Winter Squash Honeynut // Honeynut,2026,21,50,1,2,2025,0,0,,24
Winter Squash Kabocha // Black Futsu,2026,21,50,1,3.5,2025,0,0,,24
Winter Squash Kabocha // Tetsukabuto,2026,21,50,1,3.5,2025,0,0,,24
Winter Squash Kabocha // Tetsukabuto,2026,21,50,1,3.5,2025,0,0,,24
Winter Squash Koginut // Autumn Frost,2026,21,50,1,2,2025,0,0,,24
Winter Squash Koginut // Autumn Frost,2026,21,50,1,2,2025,0,0,,24
Lettuce Mix SN // (Summer) Foundation Mix + Batavia,2026,20,128,1,8,2025,0,0,,25
Celery // merengo,2026,15,1900,1,0.5,2026,19,72,12,25
Lettuce Head // Fusion,2026,21,128,1,3,2025,0,0,,26
Lettuce Head // Muir,2026,21,128,1,3,2025,0,0,,26
Lettuce Head // Purple Fusion,2026,21,128,1,3,2025,0,0,,26
Lettuce Mix SN // (Summer) Foundation Mix + Batavia,2026,21,128,1,8,2025,0,0,,26
Parsley // Giant of Italy,2026,18,128,3,12,2025,0,0,,26
Radicchio Pink // Rosa Alba,2026,21,128,1,4,2025,0,0,,27
Radicchio Pink // Rosa Alba,2026,21,128,1,4,2025,0,0,,27
Radicchio Pink // Rosa Alba,2026,21,128,1,4,2025,0,0,,27
Radicchio Pink // Rosa Alba,2026,21,128,1,4,2025,0,0,,27
Radicchio Round // T&T 614,2026,21,128,1,4,2025,0,0,,27
Radicchio Round // T&T 614,2026,21,128,1,4,2025,0,0,,27
Radicchio Round // T&T 614,2026,21,128,1,4,2025,0,0,,27
Radicchio Variegated // Aquerello,2026,21,128,1,,2025,0,0,,27
Radicchio Variegated // Aquerello,2026,21,128,1,,2025,0,0,,27
Basil // Prospera DMR CG1,2026,21,128,2,6,2025,0,0,,27
Cauliflower Sprouting // Fioretto 70,2026,22,72,1,3.5,2025,0,0,,27
Escarole // Eliance,2026,23,128,1,2,2025,0,0,,28
Lettuce Head // Marciano,2026,23,128,1,3,2025,0,0,,28
Lettuce Head // Milagro,2026,23,128,1,3,2025,0,0,,28
Lettuce Head // Shirane Sky,2026,23,128,1,3,2025,0,0,,28
Lettuce Mix SN // (Spring/Fall) Prismatic + Butters,2026,23,128,1,8,2025,0,0,,28
Celery // merengo,2026,18,1900,1,0.5,2026,22,72,12,28
Parsley // Giant of Italy,2026,20,128,3,12,2025,0,0,,28
Bok Choy // Li Ren Choi,2026,24,128,1,8,2025,0,0,,28
Broccolini // Bella Verde,2026,23,72,1,3.5,2025,0,0,,28
Broccolini // Bella Verde,2026,23,72,1,3.5,2025,0,0,,28
Broccolini // Bella Verde,2026,23,72,1,3.5,2025,0,0,,28
Broccolini // Bella Verde,2026,23,72,1,3.5,2025,0,0,,28
Broccolini // Bella Verde,2026,23,72,1,3.5,2025,0,0,,28
Brussels Sprouts // Dagan,2026,23,72,1,2,2025,0,0,,28
Brussels Sprouts // Dagan,2026,23,72,1,2,2025,0,0,,28
Brussels Sprouts // Dagan,2026,23,72,1,2,2025,0,0,,28
Brussels Sprouts // Dagan,2026,23,72,1,2,2025,0,0,,28
Cauliflower // Denali,2026,23,72,1,3.5,2025,0,0,,28
Cauliflower // Denali,2026,23,72,1,3.5,2025,0,0,,28
Cauliflower // Denali,2026,23,72,1,3.5,2025,0,0,,28
Cauliflower // Lavender,2026,23,72,1,3.5,2025,0,0,,28
Cauliflower // Lavender,2026,23,72,1,3.5,2025,0,0,,28
Cauliflower // Lavender,2026,23,72,1,3.5,2025,0,0,,28
Cauliflower // Puntaverde,2026,23,72,1,3.5,2025,0,0,,28
Cauliflower // Puntaverde,2026,23,72,1,3.5,2025,0,0,,28
Cauliflower // Puntaverde,2026,23,72,1,3.5,2025,0,0,,28
Cauliflower // Skywalker,2026,23,72,1,3.5,2025,0,0,,28
Cauliflower // Skywalker,2026,23,72,1,3.5,2025,0,0,,28
Cabbage Chinese // Merlot,2026,24,72,1,4,2025,0,0,,29
Cabbage Chinese // Minuet,2026,24,72,1,4,2025,0,0,,29
Cabbage Cone // Caraflex,2026,24,72,1,3.5,2025,0,0,,29
Cabbage Cone Storage // Murdoc,2026,24,72,1,3.5,2025,0,0,,29
Cabbage Cone Storage // Murdoc,2026,24,72,1,3.5,2025,0,0,,29
Cabbage Green Storage // Promise,2026,24,72,1,3.5,2025,0,0,,29
Cabbage Green Storage // Promise,2026,24,72,1,3.5,2025,0,0,,29
Cabbage Red // Omero,2026,24,72,1,3.5,2025,0,0,,29
Cabbage Red // Pink Cabbage Hybrid,2026,24,72,1,3.5,2025,0,0,,29
Cabbage Red // Ruby Perfection,2026,24,72,1,3.5,2025,0,0,,29
Cabbage Red // Ruby Perfection,2026,24,72,1,3.5,2025,0,0,,29
Cabbage Savoy // Famosa,2026,24,72,1,3.5,2025,0,0,,29
Cabbage Savoy // Famosa,2026,24,72,1,3.5,2025,0,0,,29
Puntarelle // Medusa,2026,23,128,1,4,2025,0,0,,29
Puntarelle // Medusa,2026,23,128,1,4,2025,0,0,,29
Lettuce Head // Marciano,2026,24,128,1,3,2025,0,0,,29
Lettuce Head // Milagro,2026,24,128,1,3,2025,0,0,,29
Lettuce Head // Shirane Sky,2026,24,128,1,3,2025,0,0,,29
Lettuce Mix SN // (Spring/Fall) Prismatic + Butters,2026,24,128,1,8,2025,0,0,,29
Cauliflower Sprouting // Fioretto 70,2026,24,72,1,3.5,2025,0,0,,29
Cauliflower Sprouting // Murasaki Fioretto,2026,24,72,1,3.5,2025,0,0,,29
Chard // Bright Lights,2026,24,72,1,8,2025,0,0,,30
Chard // Bright Lights,2026,24,72,1,8,2025,0,0,,30
Collards // Flash,2026,25,72,1,3.5,2025,0,0,,30
Collards // Flash,2026,25,72,1,3.5,2025,0,0,,30
Kale Curly // Winterbor,2026,25,72,1,3.5,2025,0,0,,30
Kale Curly // Winterbor,2026,25,72,1,3.5,2025,0,0,,30
Kale Lacinato // Ebony,2026,25,72,1,3.5,2025,0,0,,30
